Time,Volt_In
3034512,1034
3034513,1021
3034513,1085
3034514,1200
3034515,1372
3034516,1603
3034517,1847
3034518,2121
3034518,2388
3034519,2591
3034520,2789
3034521,2934
3034522,3012
3034523,3017
3034523,2967
3034524,2855
3034525,2661
3034526,2453
3034527,2198
3034528,1934
3034528,1676
3034529,1469
3034530,1278
3034531,1120
3034532,1041
3034533,1025
3034533,1079
3034534,1191
3034535,1360
3034536,1573
3034537,1826
3034538,2107
3034538,2378
3034539,2573
3034540,2784
3034541,2925
3034542,3009
3034543,3023
3034543,3000
3034544,2863
3034545,2694
3034546,2470
3034547,2221
3034548,1950
3034548,1697
3034549,1465
3034550,1274
3034551,1120
3034552,1037
3034553,1028
3034553,1085
3034554,1188
3034555,1359
3034556,1574
3034557,1838
3034558,2095
3034558,2389
3034559,2574
3034560,2785
3034561,2929
3034562,3017
3034563,3027
3034563,2997
3034564,2857
3034565,2693
3034566,2474
3034567,2245
3034568,1982
3034568,1760
3034569,1524
3034570,1314
3034571,1165
3034572,1067
3034572,1026
3034573,1058
3034574,1138
3034575,1291
3034576,1490
3034577,1754
3034577,1985
3034578,2247
3034579,2489
3034580,2688
3034581,2868
3034581,2980
3034582,3017
3034583,3015
3034584,2947
3034585,2819
3034585,2633
3034586,2428
3034587,2179
3034588,1931
3034589,1673
3034589,1451
3034590,1261
3034591,1133
3034592,1053
3034593,1025
3034593,1066
3034594,1166
3034595,1317
3034596,1538
3034597,1784
3034598,2074
3034598,2291
3034599,2536
3034600,2747
3034601,2911
3034602,3010
3034603,3038
3034603,2988
3034604,2893
3034605,2739
3034606,2514
3034607,2278
3034608,2015
3034608,1769
3034609,1520
3034610,1305
3034611,1142
3034612,1048
3034613,1026
3034613,1058
3034614,1165
3034615,1318
3034616,1540
3034617,1780
3034618,2065
3034618,2296
3034619,2528
3034620,2754
3034621,2905
3034622,2998
3034623,3034
3034623,2997
3034624,2884
3034625,2733
3034626,2511
3034627,2275
3034628,2018
3034628,1764
3034629,1531
3034630,1310
3034631,1150
3034632,1059
3034633,1034
3034633,1061
3034634,1158
3034635,1314
3034636,1545
3034637,1786
3034638,2071
3034638,2302
3034639,2533
3034640,2743
3034641,2908
3034642,3001
3034643,3043
3034643,2989
3034644,2898
3034645,2736
3034646,2522
3034647,2263
3034648,2016
3034648,1764
3034649,1519
3034650,1305
3034651,1143
3034652,1062
3034653,1025
3034653,1054
3034654,1158
3034655,1317
3034656,1535
3034657,1792
3034658,2072
3034658,2292
3034659,2531
3034660,2741
3034661,2904
3034662,2997
3034663,3054
3034663,2985
3034664,2897
3034665,2727
3034666,2515
3034667,2268
3034668,2015
3034668,1753
3034669,1532
3034670,1317
3034671,1153
3034672,1054
3034673,1023
3034673,1065
3034674,1157
3034675,1315
3034676,1540
3034677,1790
3034678,2064
3034678,2299
3034679,2533
3034680,2740
3034681,2909
3034682,3006
3034683,3049
3034683,2994
3034684,2897
3034685,2726
3034686,2513
3034687,2272
3034688,2029
3034688,1767
3034689,1530
3034690,1312
3034691,1162
3034692,1069
3034693,1016
3034693,1041
3034694,1142
3034695,1279
3034696,1466
3034697,1687
3034697,1926
3034698,2192
3034699,2451
3034700,2664
3034701,2865
3034702,2959
3034702,3025
3034703,3013
3034704,2935
3034705,2786
3034706,2624
3034707,2382
3034707,2136
3034708,1860
3034709,1596
3034710,1384
3034711,1215
3034712,1092
3034712,1021
3034713,1029
3034714,1106
3034715,1239
3034716,1422
3034716,1636
3034717,1876
3034718,2124
3034719,2378
3034720,2601
3034720,2797
3034721,2947
3034722,3018
3034723,3030
3034724,2984
3034725,2843
3034725,2674
3034726,2449
3034727,2191
3034728,1947
3034729,1685
3034730,1472
3034730,1277
3034731,1123
3034732,1041
3034733,1034
3034734,1088
3034735,1179
3034735,1357
3034736,1581
3034737,1815
3034738,2108
3034739,2363
3034740,2581
3034740,2774
3034741,2921
3034742,3005
3034743,3028
3034744,2980
3034745,2855
3034745,2700
3034746,2476
3034747,2210
3034748,1962
3034749,1707
3034750,1479
3034750,1285
3034751,1131
3034752,1041
3034753,1021
3034754,1066
3034754,1154
3034755,1315
3034756,1539
3034757,1780
3034758,2065
3034759,2287
3034759,2522
3034760,2737
3034761,2897
3034762,3004
3034763,3045
3034764,3001
3034764,2886
3034765,2741
3034766,2519
3034767,2270
3034768,2019
3034769,1764
3034769,1520
3034770,1309
3034772,1089
3034772,1033
3034773,1035
3034774,1095
3034775,1245
3034776,1422
3034777,1644
3034777,1909
3034778,2179
3034779,2427
3034780,2648
3034781,2817
3034782,2952
3034782,3019
3034783,3016
3034784,2941
3034785,2823
3034786,2632
3034787,2401
3034787,2153
3034788,1881
3034789,1628
3034790,1415
3034791,1241
3034791,1107
3034792,1026
3034793,1034
3034794,1091
3034795,1235
3034796,1394
3034796,1613
3034797,1876
3034798,2140
3034799,2399
3034800,2639
3034801,2806
3034802,2938
3034802,3026
3034803,3023
3034804,2983
3034805,2850
3034806,2693
3034806,2477
3034807,2238
3034808,1979
3034809,1734
3034810,1493
3034810,1292
3034811,1136
3034812,1053
3034813,1021
3034814,1068
3034815,1163
3034815,1331
3034816,1538
3034817,1784
3034818,2074
3034819,2302
3034820,2521
3034820,2740
3034821,2893
3034822,3001
3034823,3030
3034824,3001
3034824,2908
3034825,2743
3034826,2549
3034827,2312
3034828,2051
3034829,1805
3034829,1556
3034830,1340
3034831,1178
3034832,1062
3034833,1021
3034834,1041
3034834,1133
3034835,1301
3034836,1498
3034837,1754
3034838,1980
3034839,2241
3034839,2486
3034840,2715
3034841,2875
3034842,2996
3034843,3034
3034844,3001
3034844,2925
3034845,2783
3034846,2578
3034847,2366
3034848,2104
3034849,1834
3034849,1581
3034850,1371
3034851,1194
3034852,1083
3034853,1025
3034854,1041
3034854,1120
3034855,1267
3034856,1478
3034857,1679
3034858,1944
3034859,2207
3034859,2471
3034860,2679
3034861,2874
3034862,2970
3034863,3024
3034864,3009
3034864,2926
3034865,2781
3034866,2595
3034867,2358
3034868,2084
3034869,1838
3034869,1581
3034870,1360
3034871,1199
3034872,1072
3034873,1031
3034874,1046
3034874,1126
3034875,1274
3034876,1470
3034877,1697
3034878,1950
3034879,2215
3034879,2476
3034880,2681
3034881,2876
3034882,2968
3034883,3023
3034884,3005
3034884,2923
3034885,2773
3034886,2598
3034887,2353
3034888,2101
3034889,1834
3034889,1580
3034890,1365
3034891,1195
3034892,1086
3034893,1023
3034894,1041
3034894,1125
3034895,1262
3034896,1470
3034897,1678
3034898,1918
3034899,2204
3034899,2446
3034900,2675
3034901,2863
3034902,2964
3034903,3022
3034904,3013
3034904,2939
3034905,2803
3034906,2612
3034907,2384
3034908,2137
3034909,1855
3034909,1609
3034910,1389
3034911,1215
3034912,1091
3034913,1021
3034914,1036
3034914,1107
3034915,1264
3034916,1452
3034917,1676
3034918,1921
3034919,2197
3034919,2444
3034920,2669
3034921,2872
3034922,2959
3034923,3014
3034924,3010
3034924,2941
3034925,2795
3034926,2612
3034927,2382
3034928,2129
3034929,1857
3034929,1618
3034930,1378
3034931,1212
3034932,1099
3034933,1038
3034934,1033
3034934,1095
3034935,1230
3034936,1410
3034937,1618
3034938,1879
3034938,2141
3034939,2411
3034940,2647
3034941,2806
3034942,2943
3034943,3026
3034943,3021
3034944,2962
3034945,2839
3034946,2664
3034947,2439
3034948,2183
3034948,1901
3034949,1659
3034950,1430
3034951,1239
3034952,1101
3034953,1036
3034953,1028
3034954,1087
3034955,1208
3034956,1370
3034957,1598
3034958,1851
3034958,2111
3034959,2386
3034960,2597
3034961,2801
3034962,2932
3034963,3016
3034963,3030
3034964,2980
3034965,2857
3034966,2669
3034967,2450
3034968,2197
3034968,1932
3034969,1681
3034970,1455
3034971,1264
3034972,1119
3034973,1029
3034973,1025
3034974,1095
3034975,1197
3034976,1359
3034977,1572
3034977,1804
3034978,2071
3034979,2307
3034980,2557
3034981,2757
3034982,2909
3034982,3001
3034983,3043
3034984,2991
3034985,2890
3034986,2733
3034987,2512
3034987,2267
3034988,2014
3034989,1763
3034990,1527
3034991,1312
3034991,1167
3034992,1057
3034993,1010
3034994,1043
3034995,1133
3034996,1299
3034996,1497
3034997,1744
3034998,1976
3034999,2244
3035000,2493
3035001,2715
3035001,2886
3035002,3013
3035003,3030
3035004,3005
3035005,2921
3035006,2784
3035006,2592
3035007,2357
3035008,2101
3035009,1837
3035010,1581
3035010,1362
3035011,1187
3035012,1081
3035013,1023
3035014,1043
3035015,1125
3035015,1264
3035016,1477
3035017,1689
3035018,1956
3035019,2212
3035020,2469
3035021,2693
3035021,2878
3035022,2976
3035023,3026
3035024,3005
3035025,2927
3035026,2778
3035026,2585
3035027,2366
3035028,2126
3035029,1863
3035030,1605
3035030,1377
3035031,1199
3035032,1084
3035033,1022
3035034,1044
3035035,1124
3035035,1261
3035036,1469
3035037,1684
3035038,1917
3035039,2182
3035040,2444
3035041,2677
3035041,2860
3035042,2972
3035043,3034
3035044,3023
3035045,2934
3035045,2794
3035046,2616
3035047,2386
3035048,2116
3035049,1859
3035050,1608
3035050,1384
3035051,1209
3035052,1083
3035053,1023
3035054,1030
3035055,1109
3035056,1257
3035056,1465
3035057,1668
3035058,1925
3035059,2185
3035060,2418
3035060,2657
3035061,2827
3035062,2951
3035063,3023
3035064,3018
3035065,2947
3035065,2815
3035066,2632
3035067,2403
3035068,2145
3035069,1888
3035070,1626
3035070,1403
3035071,1230
3035072,1090
3035073,1033
3035074,1037
3035075,1105
3035075,1236
3035076,1418
3035077,1655
3035078,1909
3035079,2175
3035080,2417
3035080,2653
3035081,2827
3035082,2962
3035083,3024
3035084,3020
3035085,2943
3035085,2817
3035086,2640
3035087,2407
3035088,2148
3035089,1888
3035090,1635
3035090,1406
3035091,1242
3035092,1109
3035093,1032
3035094,1036
3035095,1100
3035095,1239
3035096,1396
3035097,1617
3035098,1875
3035099,2149
3035100,2407
3035100,2654
3035101,2807
3035102,2940
3035103,3021
3035104,3021
3035105,2953
3035105,2853
3035106,2654
3035107,2436
3035108,2177
3035109,1907
3035110,1652
3035110,1438
3035111,1235
3035112,1112
3035113,1040
3035114,1030
3035115,1104
3035115,1238
3035116,1394
3035117,1618
3035118,1877
3035119,2121
3035120,2385
3035120,2590
3035121,2776
3035122,2919
3035123,3015
3035124,3036
3035124,2991
3035125,2889
3035126,2733
3035127,2540
3035128,2308
3035128,2063
3035129,1803
3035130,1560
3035131,1367
3035132,1195
3035132,1084
3035133,1032
3035134,1040
3035135,1112
3035136,1256
3035136,1465
3035137,1675
3035138,1918
3035139,2195
3035140,2424
3035141,2654
3035141,2823
3035142,2947
3035143,3020
3035144,3021
3035145,2976
3035145,2854
3035146,2697
3035147,2480
3035148,2224
3035149,1958
3035150,1708
3035150,1472
3035151,1269
3035152,1129
3035153,1044
3035154,1023
3035154,1060
3035155,1164
3035156,1345
3035157,1556
3035158,1794
3035159,2075
3035159,2310
3035160,2551
3035161,2756
3035162,2906
3035163,3002
3035164,3032
3035164,2991
3035165,2883
3035166,2716
3035167,2495
3035168,2253
3035169,1996
3035169,1738
3035170,1493
3035171,1295
3035172,1134
3035173,1056
3035174,1029
3035174,1054
3035175,1175
3035176,1340
3035177,1564
3035178,1810
3035179,2062
3035179,2304
3035180,2552
3035181,2753
3035182,2909
3035183,3001
3035184,3032
3035184,2987
3035185,2879
3035186,2711
3035187,2488
